Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutschland;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;MLPD;Die Tierschutzpartei;NPD;NATURGESETZ;FORUM;ödp;PBC;AB 2000;PASS;DKP;DSU;ZENTRUM;DMP;FP Deutschland;FSU;STATT Partei;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutsch-land;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;DVU;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;Pro DM;MLPD;Die Tier-schutzpartei;NPD;NATUR-GESETZ;FORUM;ödp;PBC;AB 2000;Nicht-wähler;PASS;PSG
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BY;09262;Passau, Stadt;38370;28576;255;28321;8482;0;14235;1700;2004;0;0;0;0;0;0;216;0;0;0;0;1071;0;0;0;0;0;0;0;0;613;0;0;0;0;0;0;0;0;0;0;0;143;28433;9507;0;13428;1683;1811;136;0;15;0;63;3;89;12;22;0;207;37;760;0;13;0;173;1;90;29;23;0;312;19;0;0;0;0
BY;09263;Straubing, Stadt;33369;23574;246;23328;6765;0;14356;585;341;0;0;0;0;0;0;0;0;0;0;0;813;0;0;0;0;0;0;0;0;468;0;0;0;0;0;0;0;0;0;0;0;196;23378;7307;0;12748;712;848;119;0;17;0;84;5;16;5;10;0;183;36;680;0;13;0;129;3;73;53;13;0;307;17;0;0;0;0
BY;09271;Deggendorf;85857;62383;645;61738;20941;0;35116;1677;1007;0;0;0;0;0;0;0;0;0;0;0;2305;0;0;0;0;0;0;0;0;692;0;0;0;0;0;0;0;0;0;0;0;532;61851;19923;0;32962;2003;2186;204;0;32;0;365;7;59;14;32;0;378;67;2230;0;63;0;366;2;171;71;29;0;596;91;0;0;0;0
BY;09272;Freyung-Grafenau;62974;45496;488;45008;16589;0;24853;1056;595;0;0;0;0;0;0;0;0;0;0;0;1452;0;0;0;0;0;0;0;0;463;0;0;0;0;0;0;0;0;0;0;0;352;45144;16732;0;22297;1274;1460;117;0;15;0;802;2;35;13;20;0;159;43;1375;0;24;0;225;5;96;25;19;0;357;49;0;0;0;0
BY;09273;Kelheim;78831;59931;628;59303;20441;0;33124;1922;999;0;0;0;0;0;0;0;0;0;0;0;1913;0;266;0;0;0;0;0;0;638;0;0;0;0;0;0;0;0;0;0;0;464;59467;19906;0;30993;2500;2291;291;0;38;0;198;6;54;26;33;0;448;43;1556;0;87;0;261;4;154;81;31;0;451;15;0;0;0;0
BY;09274;Landshut;102565;79783;893;78890;24050;0;45262;3286;2035;0;0;0;0;0;0;0;0;0;0;0;2449;0;319;0;0;0;0;0;0;1489;0;0;0;0;0;0;0;0;0;0;0;575;79208;23783;0;42786;3576;3503;365;0;63;0;484;9;111;34;48;0;493;121;1966;0;107;0;377;2;298;83;62;0;899;38;0;0;0;0
BY;09275;Passau;140118;103621;1127;102494;32300;0;54866;3991;3700;0;0;0;0;0;0;785;0;0;0;0;4248;0;0;0;0;0;0;0;0;2604;0;0;0;0;0;0;0;0;0;0;0;917;102704;36037;0;50944;3408;4204;319;0;71;0;434;6;342;31;106;0;604;124;3447;0;48;0;650;8;290;108;49;0;1410;64;0;0;0;0
BY;09276;Regen;63404;46086;490;45596;14442;0;26881;1635;469;0;0;0;0;0;0;0;0;0;0;0;1498;0;0;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;0;0;444;45642;15960;0;23687;1323;1430;117;0;53;0;264;4;45;14;20;0;242;69;1436;0;30;0;279;1;119;24;33;0;435;57;0;0;0;0
BY;09277;Rottal-Inn;88513;64414;759;63655;18257;0;38153;2390;1205;0;0;0;0;0;0;0;0;305;0;0;2213;0;0;0;0;0;0;0;0;1132;0;0;0;0;0;0;0;0;0;0;0;631;63783;18158;0;36200;2287;2529;224;0;53;0;397;7;70;9;131;0;347;63;1861;0;27;0;332;2;192;79;33;0;749;33;0;0;0;0
BY;09278;Straubing-Bogen;69882;54831;623;54208;12939;0;36299;1032;810;0;0;0;0;0;0;0;0;0;0;0;1855;0;0;0;0;0;0;0;0;1273;0;0;0;0;0;0;0;0;0;0;0;631;54200;14883;0;31504;1282;2118;189;0;30;0;431;12;61;2;24;0;304;53;1764;0;34;0;257;6;162;109;56;0;882;37;0;0;0;0
BY;09279;Dingolfing-Landau;67001;50231;617;49614;15153;0;29072;1309;892;0;0;0;0;0;0;0;0;143;0;0;1860;0;0;0;0;0;0;0;0;1185;0;0;0;0;0;0;0;0;0;0;0;510;49721;15236;0;27446;1646;1800;177;0;22;0;252;11;57;17;51;0;337;51;1559;0;26;0;203;3;115;73;22;0;595;22;0;0;0;0
BY;09361;Amberg, Stadt;33174;24879;306;24573;9783;0;11359;1493;804;145;0;0;0;0;0;0;0;0;0;0;526;0;0;0;0;0;0;0;0;332;50;0;0;0;0;0;0;0;0;0;81;197;24682;10005;0;11297;1088;937;124;0;20;0;61;4;24;5;13;0;149;46;421;0;18;0;132;2;56;20;18;0;186;56;0;0;0;0
BY;09362;Regensburg, Stadt;94762;71862;826;71036;25570;0;35996;4286;1431;557;0;0;0;0;96;0;0;0;0;0;1610;0;193;0;0;0;0;180;0;1117;0;0;0;0;0;0;0;0;0;0;0;770;71092;23891;0;33930;5950;2997;674;0;64;0;204;33;98;19;47;0;569;99;1215;0;71;0;236;8;178;52;92;0;592;73;0;0;0;0
BY;09363;Weiden i.d. OPf., Stadt;33891;26021;291;25730;13329;0;10674;530;392;267;0;0;0;0;0;0;0;0;0;0;315;0;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0;0;199;25822;11251;0;11488;947;858;248;0;13;0;65;5;66;7;12;0;141;35;280;0;23;0;104;1;85;25;10;0;138;20;0;0;0;0
BY;09371;Amberg-Sulzbach;80852;65304;746;64558;27234;0;30340;2377;1579;447;0;0;0;0;0;0;0;0;0;0;1322;0;0;0;0;0;0;0;0;905;186;0;0;0;0;0;0;0;0;0;168;567;64737;27277;0;29617;2124;2169;373;0;48;0;181;9;57;26;37;0;395;37;1161;0;26;0;298;3;145;65;22;0;530;137;0;0;0;0
BY;09372;Cham;99298;73523;1050;72473;21765;0;45151;1550;941;0;0;0;0;0;0;0;0;0;0;0;1751;0;0;0;0;0;0;891;0;424;0;0;0;0;0;0;0;0;0;0;0;904;72619;24104;0;39685;2067;2175;241;0;57;0;605;10;52;20;52;0;440;88;1511;0;60;0;326;4;242;46;339;0;376;119;0;0;0;0
BY;09373;Neumarkt i.d. OPf.;90842;73658;929;72729;21214;0;43510;2804;1322;450;0;0;0;0;0;0;0;0;0;0;1745;0;0;0;0;0;0;0;0;903;151;0;0;0;0;0;0;0;0;0;630;676;72982;21684;0;41492;2969;2597;342;0;48;0;258;17;64;26;73;0;507;72;1417;0;53;0;361;4;200;103;51;0;509;135;0;0;0;0
BY;09374;Neustadt a.d. Waldnaab;75724;62796;646;62150;29801;0;28800;921;860;316;0;0;0;0;0;0;0;0;0;0;856;0;0;0;0;0;0;0;0;596;0;0;0;0;0;0;0;0;0;0;0;585;62211;26686;0;29245;1517;1923;285;0;38;0;196;7;58;16;39;0;339;48;886;0;33;0;306;2;110;43;28;0;354;52;0;0;0;0
BY;09375;Regensburg;129739;103734;1230;102504;35129;0;55544;3446;1906;523;0;0;0;0;229;0;0;0;0;0;3292;0;237;0;0;0;0;193;0;2005;0;0;0;0;0;0;0;0;0;0;0;983;102751;35761;0;51796;4259;3940;504;0;64;0;445;53;135;21;49;0;672;111;2803;0;91;0;458;7;302;74;94;0;1022;90;0;0;0;0
BY;09376;Schwandorf;110834;86920;1024;85896;39413;0;40006;1925;1445;0;0;0;0;0;0;0;0;0;0;0;1842;0;0;0;0;0;0;280;0;985;0;0;0;0;0;0;0;0;0;0;0;874;86046;37042;0;39635;2435;2295;406;0;83;0;245;7;82;22;46;0;493;74;1558;0;69;0;397;12;258;84;114;0;640;49;0;0;0;0
BY;09377;Tirschenreuth;62462;51330;520;50810;22039;0;25816;804;598;268;0;0;0;0;0;0;0;0;0;0;907;0;0;0;0;0;0;0;0;378;0;0;0;0;0;0;0;0;0;0;0;442;50888;20158;0;25468;1210;1659;213;0;42;0;136;1;40;17;38;0;233;38;918;0;29;0;263;1;110;47;24;0;224;19;0;0;0;0
BY;09461;Bamberg, Stadt;52425;40284;440;39844;12917;0;19735;3840;1567;0;0;0;0;0;0;0;0;0;0;0;1290;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;258;40026;12667;0;18287;3708;2312;315;0;36;0;169;2;133;17;19;0;323;76;1063;0;42;0;297;10;137;28;18;0;305;62;0;0;0;0
BY;09462;Bayreuth, Stadt;56651;43617;464;43153;17317;0;20309;2402;1567;0;0;0;0;0;0;0;0;0;0;0;1127;0;0;0;0;0;0;0;0;431;0;0;0;0;0;0;0;0;0;0;0;315;43302;16504;0;17954;3009;2853;341;0;22;0;85;1;131;42;32;0;279;64;996;0;27;0;403;2;154;60;26;0;261;56;0;0;0;0
BY;09463;Coburg, Stadt;33346;25928;339;25589;11635;0;10472;1144;1391;0;0;0;0;0;0;0;0;0;0;0;442;0;105;0;0;0;0;0;0;350;50;0;0;0;0;0;0;0;0;0;0;252;25676;10804;0;10573;1551;1316;238;0;29;0;31;1;51;10;3;0;169;24;293;0;28;0;234;5;49;57;17;0;154;39;0;0;0;0
BY;09464;Hof, Stadt;38602;28875;335;28540;13285;0;12709;669;504;0;0;0;0;0;0;0;0;0;0;0;933;0;0;0;0;0;0;0;0;102;126;0;0;0;0;0;0;0;0;0;212;255;28620;12201;0;11942;1132;1141;288;0;22;0;46;2;85;25;21;0;215;44;773;0;16;0;315;3;106;43;6;0;60;134;0;0;0;0
BY;09471;Bamberg;105615;85835;951;84884;26582;0;48459;3811;2057;0;0;0;0;0;0;0;0;0;0;0;3023;0;0;0;0;0;0;0;0;952;0;0;0;0;0;0;0;0;0;0;0;653;85182;26580;0;45103;3654;3351;442;0;102;0;470;12;181;44;66;0;516;100;2801;0;55;0;504;15;299;96;48;0;600;143;0;0;0;0
BY;09472;Bayreuth;83881;67939;627;67312;25841;0;35602;2038;1475;0;0;0;0;0;0;0;0;0;0;0;1887;0;0;0;0;0;0;0;0;469;0;0;0;0;0;0;0;0;0;0;0;587;67352;26652;0;31219;2537;2755;334;0;32;0;217;11;126;34;35;0;380;56;1717;0;52;0;473;4;172;81;33;0;347;85;0;0;0;0
BY;09473;Coburg;70586;57997;606;57391;28276;0;23320;1830;2060;0;0;0;0;0;0;0;0;0;0;0;1206;0;168;0;0;0;0;0;0;434;97;0;0;0;0;0;0;0;0;0;0;333;57664;27025;0;23411;2101;2130;352;0;53;0;75;3;54;22;18;0;381;38;875;0;64;0;462;12;155;131;19;0;221;62;0;0;0;0
BY;09474;Forchheim;82780;68109;691;67418;21902;0;37997;3027;1613;0;0;0;0;0;0;0;0;0;0;0;2244;0;0;0;0;0;0;0;0;635;0;0;0;0;0;0;0;0;0;0;0;437;67672;21958;0;34561;3493;3070;346;0;47;0;192;13;73;25;56;0;399;91;2111;0;64;0;353;2;241;68;37;0;298;174;0;0;0;0
BY;09475;Hof;86471;70237;559;69678;33733;0;30806;1230;1019;0;0;0;0;0;0;0;0;0;0;0;1862;0;0;0;0;0;0;0;0;254;394;0;0;0;0;0;0;0;0;0;380;514;69723;31569;0;28888;2141;2382;502;0;47;0;147;3;162;55;45;0;390;42;1698;0;53;0;684;6;257;54;25;0;190;383;0;0;0;0
BY;09476;Kronach;60673;50292;747;49545;23484;0;22807;945;877;0;0;0;0;0;0;0;0;0;0;0;956;0;92;0;0;0;0;0;0;184;200;0;0;0;0;0;0;0;0;0;0;525;49767;22377;0;22887;1133;1232;182;0;47;0;47;2;37;14;24;0;262;34;718;0;36;0;335;2;90;37;22;0;108;141;0;0;0;0
BY;09477;Kulmbach;62321;49935;536;49399;24005;0;21184;1461;1099;0;0;0;0;0;0;0;0;0;0;0;1282;0;0;0;0;0;0;0;0;368;0;0;0;0;0;0;0;0;0;0;0;327;49608;22619;0;20654;1790;1716;294;0;49;0;74;4;55;26;25;0;220;29;1096;0;43;0;339;3;151;127;18;0;174;102;0;0;0;0
BY;09478;Lichtenfels;54408;43927;483;43444;17255;0;22780;1403;771;0;0;0;0;0;0;0;0;0;0;0;932;0;0;0;0;0;0;0;0;303;0;0;0;0;0;0;0;0;0;0;0;367;43560;16365;0;21983;1603;1407;172;0;55;0;116;3;54;20;23;0;213;35;841;0;19;0;213;4;101;80;25;0;156;72;0;0;0;0
BY;09479;Wunsiedel i. Fichtelgebirge;69015;55300;559;54741;28755;0;22128;1038;789;0;0;0;0;0;0;0;0;0;0;0;1612;0;0;0;0;0;0;0;0;178;107;0;0;0;0;0;0;0;0;0;134;494;54806;26163;0;21313;1800;1786;384;0;52;0;148;4;131;27;19;0;452;54;1333;0;34;0;501;2;200;129;26;0;142;106;0;0;0;0
BY;09561;Ansbach, Stadt;30001;22975;249;22726;8702;0;10965;1314;526;206;0;0;0;0;0;0;0;0;0;0;441;0;0;0;0;0;0;0;0;469;103;0;0;0;0;0;0;0;0;0;0;152;22823;8975;0;10023;1508;904;172;0;19;0;35;0;27;6;10;0;180;26;362;0;9;0;118;1;52;26;5;0;289;76;0;0;0;0
BY;09562;Erlangen, Stadt;72373;59160;370;58790;26050;0;25451;3450;1651;456;0;0;0;0;0;0;0;0;0;0;911;0;0;0;0;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0;248;255;58905;23314;0;22253;5993;4246;643;0;37;0;76;5;66;38;22;0;420;67;639;0;64;0;238;20;147;57;27;0;420;113;0;0;0;0
BY;09563;Fürth, Stadt;77972;59516;1268;58248;27601;0;24312;2673;1121;0;0;0;0;0;0;0;0;0;0;0;2069;0;0;0;0;0;0;0;0;296;176;0;0;0;0;0;0;0;0;0;0;1077;58439;26491;0;21756;3631;2662;541;0;37;0;76;13;83;31;22;0;466;95;1615;0;47;0;255;16;180;61;30;0;182;149;0;0;0;0
BY;09564;Nürnberg, Stadt;339353;267235;2467;264768;123734;0;112700;10609;4900;2668;0;0;0;0;0;0;0;0;0;0;7049;0;0;0;108;0;0;0;0;1484;385;0;0;0;0;0;0;0;0;0;1131;1897;265338;114896;0;102526;18657;11803;3160;0;181;0;333;37;495;151;101;0;2889;418;5277;0;211;0;1244;69;877;390;169;0;892;562;0;0;0;0
BY;09565;Schwabach, Stadt;28028;22127;175;21952;10266;0;9603;702;473;153;0;0;0;0;0;0;0;0;0;0;509;0;0;0;0;0;0;0;0;122;81;0;0;0;0;0;0;0;0;0;43;124;22003;9331;0;9051;1235;1158;163;0;15;0;33;7;38;6;4;0;189;31;412;0;8;0;102;1;53;26;5;0;67;68;0;0;0;0
BY;09571;Ansbach;133435;106450;1099;105351;37467;0;54142;5095;2852;809;0;0;0;0;0;0;0;0;0;0;2853;0;0;0;0;0;0;0;0;1520;613;0;0;0;0;0;0;0;0;0;0;867;105583;38099;0;49789;5695;4702;661;0;117;0;209;8;130;50;69;0;720;107;2588;0;67;0;542;7;272;209;47;0;998;497;0;0;0;0
BY;09572;Erlangen-Höchstadt;93497;78175;581;77594;31985;0;37294;3475;1975;503;0;0;0;0;0;0;0;0;0;0;1653;0;0;0;0;0;0;0;0;535;0;0;0;0;0;0;0;0;0;0;174;446;77729;30306;0;33485;5084;4666;535;0;54;0;134;7;109;29;44;0;452;90;1359;0;77;0;377;6;235;138;29;0;367;146;0;0;0;0
BY;09573;Fürth;84254;70689;532;70157;31553;0;31431;2829;1450;0;0;0;0;0;0;0;0;0;0;0;2226;0;0;0;0;0;0;0;0;376;292;0;0;0;0;0;0;0;0;0;0;394;70295;30298;0;28114;3846;3725;487;0;39;0;78;6;85;37;31;0;528;105;1737;0;37;0;324;6;234;90;32;0;233;223;0;0;0;0
BY;09574;Nürnberger Land;124880;103778;742;103036;47120;0;45724;4472;2227;0;0;0;0;0;0;0;0;0;0;0;2472;0;0;0;0;0;0;0;0;673;348;0;0;0;0;0;0;0;0;0;0;577;103201;44061;0;41798;6167;5363;653;0;59;0;147;12;155;45;42;0;832;116;1897;0;76;0;518;10;319;145;66;0;418;302;0;0;0;0
BY;09575;Neustadt a.d.Aisch-Bad Windsheim;73815;58507;586;57921;19355;0;31595;3180;1108;0;0;0;0;0;0;0;0;0;0;0;1686;0;0;0;0;0;0;0;0;781;216;0;0;0;0;0;0;0;0;0;0;497;58010;20762;0;27368;2955;2912;314;0;52;0;108;2;75;31;36;0;511;62;1421;0;45;0;307;6;159;98;37;0;553;196;0;0;0;0
BY;09576;Roth;91214;75876;617;75259;29398;0;39080;2490;1743;0;0;0;0;0;0;0;0;0;0;0;1654;0;0;0;0;0;0;0;0;629;265;0;0;0;0;0;0;0;0;0;0;515;75361;28640;0;35549;3802;3294;419;0;64;0;160;7;102;31;32;0;543;109;1266;0;51;0;381;2;257;82;44;0;315;211;0;0;0;0
BY;09577;Weißenburg-Gunzenhausen;71332;56397;571;55826;22404;0;27494;2307;1190;369;0;0;0;0;0;0;0;0;0;0;1237;0;0;0;0;0;0;0;0;567;258;0;0;0;0;0;0;0;0;0;0;415;55982;22496;0;25279;2698;2235;292;0;53;0;99;7;65;12;34;0;537;38;958;0;39;0;267;7;144;57;38;0;435;192;0;0;0;0
BY;09661;Aschaffenburg, Stadt;47871;36301;535;35766;12486;0;17485;3065;901;0;0;0;0;0;0;0;0;92;0;0;1418;0;0;0;0;0;0;0;0;319;0;0;0;0;0;0;0;0;0;0;0;351;35950;12850;0;16218;2501;1831;325;0;28;0;69;5;80;24;53;0;224;59;1152;0;34;0;103;15;109;57;33;0;154;26;0;0;0;0
BY;09662;Schweinfurt, Stadt;40259;31542;339;31203;13018;0;14222;1446;549;0;0;0;0;0;0;0;0;80;0;0;1584;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;84;318;31224;13012;0;12939;1424;1347;247;0;21;0;34;4;33;13;29;0;127;75;1412;0;17;0;156;8;79;37;10;0;156;44;0;0;0;0
BY;09663;Würzburg, Stadt;93661;74306;852;73454;27106;0;32984;5940;2572;610;0;0;0;0;0;0;0;0;0;0;2769;0;332;0;0;0;0;0;0;966;0;0;0;0;0;0;0;0;0;0;175;505;73801;25781;0;30661;7503;4486;605;0;73;0;113;11;81;61;38;0;180;155;2610;0;81;0;378;5;237;29;39;0;569;105;0;0;0;0
BY;09671;Aschaffenburg;127733;105198;1430;103768;34628;0;54282;7994;2256;0;0;0;0;0;0;0;0;293;0;0;3489;0;0;0;0;0;0;0;0;826;0;0;0;0;0;0;0;0;0;0;0;1140;104058;36866;0;49130;6075;5447;714;0;74;0;198;12;143;53;150;0;550;121;3092;0;100;0;302;11;354;107;75;0;432;52;0;0;0;0
BY;09672;Bad Kissingen;84856;69485;718;68767;20152;0;39428;4207;1475;0;0;0;0;0;0;0;0;0;0;0;3041;0;0;0;0;0;0;0;0;464;0;0;0;0;0;0;0;0;0;0;0;604;68881;20294;0;36685;3335;3285;367;0;74;0;130;8;119;36;81;0;284;106;3079;0;41;0;257;4;182;61;37;0;327;89;0;0;0;0
BY;09673;Rhön-Grabfeld;64975;52983;512;52471;14867;0;31910;2227;1305;0;0;0;0;0;0;0;0;0;0;0;1828;0;0;0;0;0;0;0;0;334;0;0;0;0;0;0;0;0;0;0;0;484;52499;14715;0;29240;2578;2480;306;0;46;0;93;10;50;35;49;0;317;63;1713;0;60;0;256;2;129;61;36;0;199;61;0;0;0;0
BY;09674;Haßberge;66874;54867;545;54322;21004;0;27926;1777;1114;0;0;0;0;0;0;0;0;0;0;0;1735;0;0;0;0;0;0;0;0;766;0;0;0;0;0;0;0;0;0;0;0;497;54370;19472;0;26200;2345;2735;241;0;61;0;107;4;50;25;39;0;242;57;1649;0;29;0;275;3;138;82;32;0;501;83;0;0;0;0
BY;09675;Kitzingen;65888;53273;560;52713;18662;0;27377;2293;1256;0;0;0;0;0;0;0;0;192;0;0;2032;0;0;0;0;0;0;0;0;854;0;0;0;0;0;0;0;0;0;0;47;424;52849;18272;0;25251;2649;2712;235;0;45;0;103;4;49;23;76;0;239;66;1883;0;51;0;316;1;174;100;37;0;439;124;0;0;0;0
BY;09676;Miltenberg;92461;76306;1009;75297;29230;0;40452;0;2281;0;0;0;0;0;0;0;0;0;0;0;2105;0;0;0;0;0;0;0;0;1084;145;0;0;0;0;0;0;0;0;0;0;709;75597;26715;0;36460;4094;3753;420;0;70;0;127;10;118;36;35;0;363;91;2080;0;36;0;256;5;196;179;52;0;425;76;0;0;0;0
BY;09677;Main-Spessart;100199;82695;1199;81496;31920;0;43322;0;1723;0;0;0;0;0;0;0;0;0;0;0;2335;0;0;0;0;0;0;0;0;1846;350;0;0;0;0;0;0;0;0;0;0;739;81956;29566;0;39348;4546;3316;349;0;58;0;159;6;82;30;46;0;292;123;2396;0;51;0;411;14;216;88;56;0;624;179;0;0;0;0
BY;09678;Schweinfurt;88240;73913;786;73127;22842;0;39954;4087;1560;0;0;0;0;0;0;0;0;335;0;0;3591;0;0;0;0;0;0;0;0;626;0;0;0;0;0;0;0;0;0;0;132;621;73292;23268;0;37268;4010;3011;327;0;70;0;185;7;106;27;151;0;235;125;3193;0;64;0;416;9;229;66;41;0;392;92;0;0;0;0
BY;09679;Würzburg;118757;101397;1212;100185;37258;0;48250;5660;2642;645;0;0;0;0;0;0;0;0;0;0;3603;0;363;0;0;0;0;0;0;1354;0;0;0;0;0;0;0;0;0;0;410;733;100664;37027;0;45304;6769;4615;540;0;78;0;178;7;96;54;56;0;186;139;3544;0;120;0;510;16;301;50;45;0;884;145;0;0;0;0
BY;09761;Augsburg, Stadt;176614;134551;1167;133384;52284;0;62304;7579;2692;1067;0;0;0;0;0;747;0;0;0;547;4735;0;0;0;0;0;0;0;0;1429;0;0;0;0;0;0;0;0;0;0;0;1212;133339;49446;0;57489;9764;6148;1247;0;106;0;354;11;416;67;93;0;1079;378;4091;0;91;0;834;15;461;118;103;0;898;130;0;0;0;0
BY;09762;Kaufbeuren, Stadt;31192;23691;348;23343;7241;0;12992;1047;649;0;0;0;0;0;0;166;0;0;0;0;953;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;191;23500;6869;0;12208;1221;1297;126;0;24;0;126;3;64;13;26;0;261;41;767;0;13;0;131;2;69;51;15;0;154;19;0;0;0;0
BY;09763;Kempten (Allgäu), Stadt;45595;34390;345;34045;10858;0;17588;1926;1432;0;0;0;0;0;0;0;0;0;0;0;1669;0;0;0;0;0;0;0;0;464;108;0;0;0;0;0;0;0;0;0;0;223;34167;11372;0;15708;1979;2052;225;0;21;0;102;3;61;14;50;0;242;61;1478;0;37;0;244;13;129;20;27;0;267;62;0;0;0;0
BY;09764;Memmingen, Stadt;29192;22401;355;22046;7985;0;10946;1094;559;0;0;0;0;0;0;125;0;0;0;0;898;0;0;0;0;0;0;0;0;439;0;0;0;0;0;0;0;0;0;0;0;165;22236;7744;0;10043;1260;1236;120;0;18;0;71;1;61;9;21;0;150;35;741;0;39;0;141;1;63;61;6;0;301;114;0;0;0;0
BY;09771;Aichach-Friedberg;88626;70863;631;70232;19668;0;41664;2793;1454;377;0;0;0;0;0;43;0;0;0;258;3260;0;0;0;0;0;0;0;0;715;0;0;0;0;0;0;0;0;0;0;0;486;70377;20129;0;37120;3793;3552;395;0;40;0;329;8;146;28;78;0;313;118;2996;0;55;0;331;1;226;48;44;0;529;98;0;0;0;0
BY;09772;Augsburg;169490;135613;1291;134322;41750;0;76747;5219;3245;906;0;0;0;0;0;61;0;0;0;668;4265;0;0;0;0;0;0;0;0;1461;0;0;0;0;0;0;0;0;0;0;0;987;134626;42883;0;66854;7414;7444;790;0;80;0;635;14;270;86;104;0;774;375;4074;0;125;0;830;9;489;114;98;0;1040;124;0;0;0;0
BY;09773;Dillingen a.d. Donau;68173;52669;597;52072;14588;0;28926;1926;2385;0;0;0;0;0;0;300;0;0;0;0;3374;0;0;0;0;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0;0;402;52267;15316;0;27315;2201;2611;232;0;32;0;180;2;170;25;44;0;255;63;2917;0;58;0;257;6;134;46;47;0;312;44;0;0;0;0
BY;09774;Günzburg;85849;65688;707;64981;18715;0;37763;1735;1548;0;0;0;0;0;47;501;0;0;0;0;3671;0;0;0;0;0;0;442;0;559;0;0;0;0;0;0;0;0;0;0;0;484;65204;18993;0;34524;2480;3024;330;0;63;0;230;16;319;29;80;0;341;95;3451;0;44;0;333;3;157;40;138;0;417;97;0;0;0;0
BY;09775;Neu-Ulm;112663;89931;956;88975;32278;0;44493;4228;2241;0;0;0;0;0;112;1045;0;0;0;0;3555;0;0;0;0;0;0;416;0;607;0;0;0;0;0;0;0;0;0;0;0;646;89285;31368;0;39767;5418;5523;574;0;87;0;243;53;483;45;90;0;539;118;3220;0;66;0;611;12;283;103;130;0;410;142;0;0;0;0
BY;09776;Lindau (Bodensee);54736;43348;407;42941;13452;0;22644;3288;1454;0;0;0;0;0;0;0;0;0;0;0;1218;0;0;0;0;0;0;0;0;662;223;0;0;0;0;0;0;0;0;0;0;260;43088;13448;0;19975;3339;2936;317;0;67;0;168;12;79;32;80;0;205;76;1052;0;59;0;314;0;193;32;43;0;490;171;0;0;0;0
BY;09777;Ostallgäu;95016;75061;1130;73931;20478;0;42860;3710;2303;0;0;0;0;0;0;603;0;0;0;0;2599;0;0;0;0;0;0;0;0;1378;0;0;0;0;0;0;0;0;0;0;0;471;74590;19667;0;40650;4064;4152;304;0;70;0;945;12;307;37;94;0;484;89;2048;0;65;0;443;3;222;81;62;0;730;61;0;0;0;0
BY;09778;Unterallgäu;97850;76449;1130;75319;18823;0;45613;3002;2061;0;0;0;0;0;22;540;0;0;0;0;3140;0;0;0;0;0;0;100;0;2018;0;0;0;0;0;0;0;0;0;0;0;592;75857;18778;0;42841;3274;3943;355;0;74;0;418;41;268;41;120;0;575;90;2555;0;40;0;533;7;234;122;88;0;1303;157;0;0;0;0
BY;09779;Donau-Ries;95252;76776;955;75821;24158;0;43578;3272;1507;0;0;0;0;0;0;254;0;0;0;0;2270;0;0;0;0;0;0;0;0;782;0;0;0;0;0;0;0;0;0;0;0;577;76199;25072;0;39862;3507;3113;334;0;80;0;212;6;132;36;59;0;402;80;2074;0;61;0;281;8;159;60;36;0;540;85;0;0;0;0
