Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;MLPD;DIE PARTEI;CM;DSU;HP;HUMANWIRTSCHAFTSPARTEI;STATT Partei;UNABHÄNGIGE;Übrige;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;50plus;MLPD;Die Partei;PSG;Pro DM
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
ST;15260;Mansfelder Land;86489;59869;1526;58343;19093;16097;0;974;2740;16969;516;0;1954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1382;58487;18222;14196;0;1506;4701;17257;199;176;1828;0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;180
ST;15261;Merseburg-Querfurt;111341;78338;1674;76664;25681;21658;0;1757;4091;20580;223;0;2602;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1503;76835;23801;18893;0;2589;6983;21141;136;232;2473;0;0;0;0;0;0;0;0;0;0;0;0;299;0;0;288
ST;15265;Saalkreis;64481;48091;1233;46858;15524;14220;0;1187;3825;10107;90;0;1205;0;0;0;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;470;1232;46859;13909;12175;0;1771;5545;11630;101;155;1169;0;0;0;0;0;0;0;0;0;0;0;0;183;0;0;221
ST;15266;Sangerhausen;54375;39094;879;38215;12338;11171;0;763;2163;10181;171;0;1428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;770;38324;11757;9485;0;1203;3499;10587;74;132;1339;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;144
ST;15268;Weißenfels;63008;44132;1038;43094;14142;12732;0;899;2017;11436;0;0;1733;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;985;43147;12778;11201;0;1299;3736;11988;43;203;1571;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;157
ST;15303;Magdeburg, Landeshauptstadt;192472;136937;3046;133891;54634;31225;0;4867;4954;35005;0;0;2333;0;0;0;0;0;0;0;0;0;0;0;873;0;0;0;0;0;0;0;0;2795;134142;50074;27803;0;8147;8550;35814;140;285;2224;0;0;0;0;0;0;0;0;0;0;0;0;606;0;0;499
ST;15352;Aschersleben-Staßfurt;81143;54718;1296;53422;19300;14021;0;809;2666;14429;215;0;1704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;1084;53634;17598;12646;0;1575;4049;15333;151;367;1569;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;201
ST;15355;Bördekreis;63863;44668;1154;43514;15814;11432;0;766;3400;10420;124;0;1172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;1074;43594;15040;11202;0;1251;3453;11077;78;136;1085;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;172
ST;15357;Halberstadt;64219;44531;1093;43438;13821;12455;0;1398;1900;12777;0;0;1087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;928;43603;14327;11691;0;1566;2942;11670;40;122;973;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;172
ST;15358;Jerichower Land;82248;59057;1569;57488;21726;16400;0;1470;2251;13724;253;0;1664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1408;57649;19638;15382;0;2107;4079;14561;186;153;1246;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;192
ST;15362;Ohrekreis;95907;68192;1561;66631;25893;19131;0;1632;3240;14550;415;0;1770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1335;66857;22594;18193;0;2252;4946;16439;268;178;1541;0;0;0;0;0;0;0;0;0;0;0;0;197;0;0;249
ST;15363;Stendal;108664;77477;1682;75795;25954;21616;0;1740;2719;21709;372;0;1685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466;76011;25343;19417;0;2630;4815;21391;167;177;1574;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;295
ST;15364;Quedlinburg;62833;44329;1186;43143;14373;11541;0;2354;2452;10975;0;0;1448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;43374;14515;10419;0;1827;3600;11330;32;174;1205;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;171
ST;15367;Schönebeck;61193;42323;971;41352;15245;11384;0;768;2037;10402;432;0;846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;905;41418;13463;10884;0;1259;3062;11425;135;156;761;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;155
ST;15369;Wernigerode;78506;57606;1473;56133;20100;15100;0;2297;3495;13541;0;0;1600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1156;56450;20025;14315;0;2259;3854;13936;69;187;1416;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;269
ST;15370;Altmarkkreis Salzwedel;79983;57729;1128;56601;18058;19581;0;1235;1796;14448;191;0;1292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1028;56701;18509;15670;0;1954;3557;15112;92;163;1328;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;170
TH;16051;Erfurt, Stadt;165965;125466;2451;123015;38502;33491;0;8543;4966;33965;0;0;3548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2103;123363;38362;27474;0;9200;9135;33464;0;793;2894;0;1638;0;0;0;0;0;0;0;0;0;0;403;0;0;0
TH;16052;Gera, Stadt;88281;65210;1193;64017;18306;15221;0;1934;3345;22826;0;0;2385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1063;64147;18805;13086;0;2812;4951;20941;0;291;2139;0;937;0;0;0;0;0;0;0;0;0;0;185;0;0;0
TH;16053;Jena, Stadt;84117;65811;892;64919;24879;13514;0;5377;4049;15428;0;0;1672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;820;64991;22458;12349;0;7114;5488;14956;0;348;1540;0;559;0;0;0;0;0;0;0;0;0;0;179;0;0;0
TH;16054;Suhl, Stadt;36325;26603;479;26124;7939;6087;0;784;1043;9072;0;0;853;0;0;0;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;26177;8185;5214;0;1173;1796;8511;0;93;831;0;245;0;0;0;0;0;0;0;0;0;0;129;0;0;0
TH;16055;Weimar, Stadt;51699;39219;674;38545;12432;10752;0;3822;1613;8554;0;0;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;545;38674;11731;9039;0;4206;3119;8544;0;385;1146;0;390;0;0;0;0;0;0;0;0;0;0;114;0;0;0
TH;16056;Eisenach, Stadt;36390;26676;455;26221;10395;6280;0;1436;879;5953;0;0;768;0;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;272;420;26256;8959;5682;0;1792;1746;6719;0;132;766;0;281;0;0;0;0;0;0;0;0;0;0;179;0;0;0
TH;16061;Eichsfeld;89305;69813;1418;68395;16760;33006;0;1366;3123;10100;0;0;2427;0;0;0;0;1613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1286;68527;16125;28911;0;2403;6650;11136;0;262;2442;0;455;0;0;0;0;0;0;0;0;0;0;143;0;0;0
TH;16062;Nordhausen;78341;58346;1068;57278;19476;15644;0;1731;3071;15052;0;0;1704;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;57391;18848;13472;0;2467;4026;16153;0;287;1594;0;385;0;0;0;0;0;0;0;0;0;0;159;0;0;0
TH;16063;Wartburgkreis;116676;88671;1810;86861;31376;24878;0;2052;4299;18807;0;0;3717;0;0;0;0;0;0;0;0;0;0;0;404;0;0;0;0;0;0;0;1328;1698;86973;27726;23219;0;3372;6483;20960;0;644;3547;0;584;0;0;0;0;0;0;0;0;0;0;438;0;0;0
TH;16064;Unstrut-Hainich-Kreis;94626;70205;1578;68627;21816;21869;0;1651;3384;16362;0;0;2526;0;0;0;0;346;0;0;0;0;0;0;147;0;0;0;0;0;0;0;526;1343;68862;20111;19309;0;2628;5669;17540;0;476;2328;0;543;0;0;0;0;0;0;0;0;0;0;258;0;0;0
TH;16065;Kyffhäuserkreis;74841;54933;1344;53589;16142;14628;0;1267;2124;17103;0;0;2325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1192;53741;16194;13317;0;1787;3546;15948;0;283;2129;0;368;0;0;0;0;0;0;0;0;0;0;169;0;0;0
TH;16066;Schmalkalden-Meiningen;117124;86640;1727;84913;26225;23813;0;3127;5010;22206;0;0;3085;0;0;0;0;1447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1617;85023;25127;21779;0;3586;7045;22909;0;702;2901;0;640;0;0;0;0;0;0;0;0;0;0;334;0;0;0
TH;16067;Gotha;120654;90651;1882;88769;32979;26338;0;2237;4181;18835;0;0;3724;0;0;475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1818;88833;27632;23581;0;3884;7010;21487;0;667;3287;0;922;0;0;0;0;0;0;0;0;0;0;363;0;0;0
TH;16068;Sömmerda;65005;48653;1149;47504;12857;16288;0;1360;2753;12293;0;0;1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;47546;12732;13285;0;1831;4127;12717;0;441;1818;0;440;0;0;0;0;0;0;0;0;0;0;155;0;0;0
TH;16069;Hildburghausen;60076;44790;914;43876;12882;11933;0;1070;2055;13475;0;0;1842;0;0;0;0;619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;811;43979;13674;11383;0;1390;3227;11653;0;461;1730;0;270;0;0;0;0;0;0;0;0;0;0;191;0;0;0
TH;16070;Ilm-Kreis;98209;75200;1737;73463;27405;20777;0;1934;3417;15926;0;0;3394;0;0;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1607;73593;22387;19385;0;3286;5389;18633;0;429;3009;0;723;0;0;0;0;0;0;0;0;0;0;352;0;0;0
TH;16071;Weimarer Land;73268;56083;1264;54819;17009;17307;0;1952;2941;12839;0;0;2771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1059;55024;15688;14968;0;2651;4826;13063;0;613;2435;0;584;0;0;0;0;0;0;0;0;0;0;196;0;0;0
TH;16072;Sonneberg;55264;40333;880;39453;12049;9664;0;1068;2128;11063;0;0;2101;0;0;0;0;0;0;0;0;0;0;0;358;0;0;0;0;0;0;0;1022;732;39601;11816;9699;0;1248;2519;11528;0;295;1799;0;292;0;0;0;0;0;0;0;0;0;0;405;0;0;0
TH;16073;Saalfeld-Rudolstadt;106052;80266;1536;78730;24615;20857;0;2114;3819;20208;0;0;4031;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;2806;1383;78883;23261;19220;0;3083;6043;21632;0;504;3933;0;806;0;0;0;0;0;0;0;0;0;0;401;0;0;0
TH;16074;Saale-Holzland-Kreis;76132;59451;1163;58288;16323;17247;0;1844;3576;16826;0;0;2472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1066;58385;16721;14795;0;2470;4927;15989;0;493;2251;0;568;0;0;0;0;0;0;0;0;0;0;171;0;0;0
TH;16075;Saale-Orla-Kreis;78642;60487;1198;59289;16897;16297;0;1505;2903;14828;0;0;2388;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;4303;1111;59376;17153;15403;0;2170;4716;16246;0;455;2432;0;518;0;0;0;0;0;0;0;0;0;0;283;0;0;0
TH;16076;Greiz;99427;77216;1654;75562;22468;24647;0;2194;4136;18828;0;0;3289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1517;75699;20635;20532;0;3154;7089;19727;0;444;3095;0;774;0;0;0;0;0;0;0;0;0;0;249;0;0;0
TH;16077;Altenburger Land;91336;67106;1505;65601;20118;20067;0;1467;3153;17679;0;0;3117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1373;65733;18448;17333;0;2269;5482;17884;0;468;2942;0;695;0;0;0;0;0;0;0;0;0;0;212;0;0;0
