,teryt_code,eligible_voters,issued_ballots,spd,cdu,csu,gruene,fdp,linke,offensived,rep,npd,tierschutz,graue,pbc,frauen,familie,bueso,bp,zentrum,deutschland,agfg,appd,50plus,mlpd,partei,psg,prodm
329,A_12053,52865,38472,13806,6551,0,1792,2016,11874,0,0,922,0,441,0,0,0,0,0,0,0,0,0,302,113,0,0,0
330,A_12054,119241,93969,35518,14216,0,8884,5831,25243,0,0,1480,0,818,0,0,0,0,0,0,0,0,0,536,191,0,0,0
331,A_12060,147549,111039,38498,20053,0,5702,6854,32459,0,0,3395,0,1270,0,0,0,0,0,0,0,0,0,775,194,0,0,0
332,A_12061,134371,103929,36986,22097,0,5030,7031,25951,0,0,3278,0,902,0,0,0,0,0,0,0,0,0,647,193,0,0,0
333,A_12062,103994,78643,24124,19460,0,2420,5737,20306,0,0,3668,0,558,0,0,0,0,0,0,0,0,0,567,198,0,0,0
334,A_12063,125835,94726,32788,20895,0,5542,7556,21710,0,0,2713,0,1038,0,0,0,0,0,0,0,0,0,612,177,0,0,0
335,A_12064,160013,120445,41337,22202,0,5219,7753,35558,0,0,4044,0,1230,0,0,0,0,0,0,0,0,0,777,249,0,0,0
336,A_12065,164628,125686,45105,26257,0,7675,9387,28474,0,0,4223,0,1369,0,0,0,0,0,0,0,0,0,963,222,0,0,0
337,A_12066,112038,82249,26771,17882,0,2709,5405,22679,0,0,3854,0,573,0,0,0,0,0,0,0,0,0,623,219,0,0,0
338,A_12067,159230,120554,41395,23075,0,5286,7901,33593,0,0,4680,0,1245,0,0,0,0,0,0,0,0,0,880,387,0,0,0
339,A_12068,90590,63583,23217,12972,0,3308,3930,16426,0,0,1708,0,398,0,0,0,0,0,0,0,0,0,313,110,0,0,0
340,A_12069,166077,130192,46874,28184,0,8850,10790,28023,0,0,3106,0,1210,0,0,0,0,0,0,0,0,0,757,252,0,0,0
341,A_12070,75316,55357,19657,12694,0,1913,3412,14645,0,0,1484,0,327,0,0,0,0,0,0,0,0,0,241,97,0,0,0
342,A_12071,115599,86032,28170,18315,0,3015,6251,23297,0,0,3428,0,991,0,0,0,0,0,0,0,0,0,600,226,0,0,0
343,A_12072,133880,100863,36842,20801,0,5040,7495,24060,0,0,2749,0,1045,0,0,0,0,0,0,0,0,0,701,218,0,0,0
344,A_12073,115777,82620,29126,17807,0,2678,4211,23248,0,0,2815,0,449,0,0,0,0,0,0,0,0,0,701,166,0,0,0
345,A_13001,43292,30277,8559,9037,0,1835,2145,6989,0,0,709,0,283,75,0,0,0,0,0,0,0,0,0,123,0,0,0
346,A_13002,57475,41739,13735,9781,0,1548,2306,12036,0,0,1097,0,257,119,0,0,0,0,0,0,0,0,0,134,0,0,0
347,A_13003,165436,118417,46571,25110,0,6759,6109,28220,0,0,2230,0,1046,251,0,0,0,0,0,0,0,0,0,493,0,0,0
348,A_13004,78805,56568,21457,12611,0,3404,3210,12949,0,0,1260,0,483,124,0,0,0,0,0,0,0,0,0,182,0,0,0
349,A_13005,49381,34746,9434,10788,0,1327,2565,7926,0,0,1391,0,282,109,0,0,0,0,0,0,0,0,0,175,0,0,0
350,A_13006,36674,25648,10544,5766,0,1274,1486,5116,0,0,709,0,167,47,0,0,0,0,0,0,0,0,0,83,0,0,0
351,A_13051,98942,74340,24939,21940,0,2975,4639,15794,0,0,2080,0,446,184,0,0,0,0,0,0,0,0,0,200,0,0,0
352,A_13052,72691,50311,11721,18165,0,1226,3066,12464,0,0,1983,0,269,152,0,0,0,0,0,0,0,0,0,111,0,0,0
353,A_13053,88095,61426,17930,18893,0,2183,3718,14405,0,0,2176,0,326,351,0,0,0,0,0,0,0,0,0,133,0,0,0
354,A_13054,106287,78174,27867,21453,0,2698,4571,16029,0,0,3171,0,483,282,0,0,0,0,0,0,0,0,0,176,0,0,0
355,A_13055,70195,51128,14845,15215,0,1686,3100,12634,0,0,2069,0,330,138,0,0,0,0,0,0,0,0,0,95,0,0,0
356,A_13056,56667,40111,12118,11771,0,1555,2440,9460,0,0,1353,0,222,185,0,0,0,0,0,0,0,0,0,157,0,0,0
357,A_13057,94201,66128,16863,23041,0,1836,4414,15423,0,0,2276,0,451,166,0,0,0,0,0,0,0,0,0,171,0,0,0
358,A_13058,97711,69527,24213,19526,0,2955,4109,14729,0,0,2132,0,344,165,0,0,0,0,0,0,0,0,0,155,0,0,0
359,A_13059,92627,65040,15139,23673,0,1657,4291,14410,0,0,3767,0,443,190,0,0,0,0,0,0,0,0,0,167,0,0,0
360,A_13060,85402,61383,19344,17905,0,2217,4015,14061,0,0,1988,0,382,191,0,0,0,0,0,0,0,0,0,166,0,0,0
361,A_13061,60107,40482,9181,13954,0,1241,3372,9945,0,0,1366,0,283,109,0,0,0,0,0,0,0,0,0,108,0,0,0
362,A_13062,64802,45442,10370,14687,0,1003,2493,12112,0,0,2990,0,269,143,0,0,0,0,0,0,0,0,0,120,0,0,0
363,A_14161,207889,158095,41587,37904,0,8574,15284,41092,0,2641,5018,0,0,858,0,0,1063,0,0,0,1361,0,0,224,0,251,0
364,A_14166,58265,43497,11922,11125,0,1922,4406,10286,0,240,1979,0,0,278,0,0,112,0,0,0,308,0,0,68,0,102,0
365,A_14167,84047,61127,16562,15874,0,2266,5353,16339,0,480,1891,0,0,471,0,0,312,0,0,0,309,0,0,82,0,99,0
366,A_14171,70633,54218,10177,19115,0,1353,5356,11253,0,240,3484,0,0,1089,0,0,347,0,0,0,383,0,0,54,0,169,0
367,A_14173,114099,86518,21601,25838,0,3175,8264,19777,0,501,3903,0,0,756,0,0,223,0,0,0,682,0,0,102,0,175,0
368,A_14177,121188,93810,19388,31109,0,3200,10380,19837,0,407,5287,0,0,483,0,0,578,0,0,0,1028,0,0,104,0,283,0
369,A_14178,163465,122806,29178,37970,0,4300,12382,27307,0,742,5578,0,0,1823,0,0,237,0,0,0,791,0,0,151,0,263,0
370,A_14181,75738,58882,10811,19464,0,1603,7787,11989,0,280,3781,0,0,869,0,0,228,0,0,0,467,0,0,78,0,164,0
371,A_14182,110519,85012,19056,26711,0,2658,8595,19222,0,482,4664,0,0,518,0,0,558,0,0,0,532,0,0,86,0,253,0
372,A_14188,75924,59145,13273,18998,0,1827,5432,13335,0,946,2886,0,0,588,0,0,139,0,0,0,485,0,0,63,0,109,0
373,A_14191,111815,85268,18342,26392,0,2227,7554,20592,0,410,5162,0,0,1794,0,0,490,0,0,0,456,0,0,90,0,175,0
374,A_14193,109173,83462,19774,25763,0,2573,7833,19898,0,583,3161,0,0,1139,0,0,432,0,0,0,465,0,0,90,0,144,0
375,A_14262,398043,296384,77661,76477,0,25037,40631,57593,0,525,9073,0,0,904,0,0,1592,0,0,0,2065,0,0,505,0,502,0
376,A_14263,47700,34197,8459,10130,0,1466,2929,7915,0,98,1643,0,0,103,0,0,309,0,0,0,389,0,0,39,0,70,0
377,A_14264,36718,26655,7622,5614,0,808,1909,8204,0,86,1272,0,0,60,0,0,169,0,0,0,211,0,0,125,0,86,0
378,A_14272,126442,96886,17970,33524,0,3173,9845,21314,0,451,5976,0,0,608,0,0,316,0,0,0,1117,0,0,155,0,318,0
379,A_14280,125339,97353,20578,32073,0,5068,10843,19283,0,240,5348,0,0,304,0,0,757,0,0,0,706,0,0,161,0,229,0
380,A_14284,81276,60977,13144,18010,0,1914,5266,15614,0,227,3862,0,0,342,0,0,315,0,0,0,669,0,0,79,0,181,0
381,A_14285,96632,72997,16224,21319,0,2462,6973,17069,0,234,5409,0,0,228,0,0,471,0,0,0,673,0,0,105,0,185,0
382,A_14286,121062,90422,16485,30020,0,3324,8480,21052,0,351,5433,0,0,597,0,0,938,0,0,0,1276,0,0,131,0,307,0
383,A_14287,117949,90666,17586,30467,0,3649,9344,18090,0,198,7184,0,0,274,0,0,750,0,0,0,1028,0,0,120,0,253,0
384,A_14290,101820,79809,16028,28287,0,3297,8840,14975,0,389,4647,0,0,285,0,0,505,0,0,0,720,0,0,110,0,209,0
385,A_14292,125206,97777,20512,30793,0,3426,10223,22258,0,428,5815,0,0,507,0,0,614,0,0,0,890,0,0,161,0,307,0
386,A_14365,399808,298178,94965,72100,0,24471,23113,66267,0,659,7539,0,0,710,0,0,1484,0,0,0,1859,0,0,410,0,752,0
387,A_14374,102452,76202,19742,22843,0,2697,6832,18285,0,276,2850,0,0,129,0,0,344,0,0,0,482,0,0,96,0,167,0
388,A_14375,61737,46124,10190,14599,0,1372,4517,11035,0,188,2483,0,0,96,0,0,201,0,0,0,284,0,0,58,0,132,0
389,A_14379,124696,94759,25503,28378,0,3747,8363,21413,0,316,3587,0,0,259,0,0,468,0,0,0,691,0,0,109,0,242,0
390,A_14383,110595,83963,21031,25802,0,3368,7797,18400,0,245,4094,0,0,335,0,0,393,0,0,0,636,0,0,108,0,277,0
391,A_14389,81127,60343,14436,18617,0,1893,5092,14130,0,249,3692,0,0,142,0,0,296,0,0,0,387,0,0,78,0,145,0
392,A_15101,67404,48790,16088,10439,0,2760,4321,12757,114,155,901,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,192
393,A_15151,58848,41875,12942,10855,0,1714,3304,10621,283,172,994,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,161
394,A_15153,56042,38899,12143,9335,0,1244,3607,10257,62,150,942,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,158
395,A_15154,85068,60499,19205,14954,0,1846,5331,15035,173,217,1728,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,256
396,A_15159,55302,39119,11783,9077,0,1174,3482,10879,73,261,1036,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,177
397,A_15171,104038,75538,22790,20881,0,2652,6339,18058,491,280,1924,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,304
398,A_15202,196249,139806,46132,27974,0,9902,12328,36746,144,304,2295,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0,628
399,A_15256,114432,80054,22233,20576,0,2659,7072,20378,87,290,3848,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,328
400,A_15260,86489,59869,18222,14196,0,1506,4701,17257,199,176,1828,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,180
401,A_15261,111341,78338,23801,18893,0,2589,6983,21141,136,232,2473,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,288
402,A_15265,64481,48091,13909,12175,0,1771,5545,11630,101,155,1169,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,221
403,A_15266,54375,39094,11757,9485,0,1203,3499,10587,74,132,1339,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,144
404,A_15268,63008,44132,12778,11201,0,1299,3736,11988,43,203,1571,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,157
405,A_15303,192472,136937,50074,27803,0,8147,8550,35814,140,285,2224,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,499
406,A_15352,81143,54718,17598,12646,0,1575,4049,15333,151,367,1569,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,201
407,A_15355,63863,44668,15040,11202,0,1251,3453,11077,78,136,1085,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,172
408,A_15357,64219,44531,14327,11691,0,1566,2942,11670,40,122,973,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,172
409,A_15358,82248,59057,19638,15382,0,2107,4079,14561,186,153,1246,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,192
410,A_15362,95907,68192,22594,18193,0,2252,4946,16439,268,178,1541,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,249
411,A_15363,108664,77477,25343,19417,0,2630,4815,21391,167,177,1574,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,295
412,A_15364,62833,44329,14515,10419,0,1827,3600,11330,32,174,1205,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,171
413,A_15367,61193,42323,13463,10884,0,1259,3062,11425,135,156,761,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,155
414,A_15369,78506,57606,20025,14315,0,2259,3854,13936,69,187,1416,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,269
415,A_15370,79983,57729,18509,15670,0,1954,3557,15112,92,163,1328,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,170
416,A_16051,165965,125466,38362,27474,0,9200,9135,33464,0,793,2894,0,1638,0,0,0,0,0,0,0,0,0,0,403,0,0,0
417,A_16052,88281,65210,18805,13086,0,2812,4951,20941,0,291,2139,0,937,0,0,0,0,0,0,0,0,0,0,185,0,0,0
418,A_16053,84117,65811,22458,12349,0,7114,5488,14956,0,348,1540,0,559,0,0,0,0,0,0,0,0,0,0,179,0,0,0
419,A_16054,36325,26603,8185,5214,0,1173,1796,8511,0,93,831,0,245,0,0,0,0,0,0,0,0,0,0,129,0,0,0
420,A_16055,51699,39219,11731,9039,0,4206,3119,8544,0,385,1146,0,390,0,0,0,0,0,0,0,0,0,0,114,0,0,0
421,A_16056,36390,26676,8959,5682,0,1792,1746,6719,0,132,766,0,281,0,0,0,0,0,0,0,0,0,0,179,0,0,0
422,A_16061,89305,69813,16125,28911,0,2403,6650,11136,0,262,2442,0,455,0,0,0,0,0,0,0,0,0,0,143,0,0,0
423,A_16062,78341,58346,18848,13472,0,2467,4026,16153,0,287,1594,0,385,0,0,0,0,0,0,0,0,0,0,159,0,0,0
424,A_16063,116676,88671,27726,23219,0,3372,6483,20960,0,644,3547,0,584,0,0,0,0,0,0,0,0,0,0,438,0,0,0
425,A_16064,94626,70205,20111,19309,0,2628,5669,17540,0,476,2328,0,543,0,0,0,0,0,0,0,0,0,0,258,0,0,0
426,A_16065,74841,54933,16194,13317,0,1787,3546,15948,0,283,2129,0,368,0,0,0,0,0,0,0,0,0,0,169,0,0,0
427,A_16066,117124,86640,25127,21779,0,3586,7045,22909,0,702,2901,0,640,0,0,0,0,0,0,0,0,0,0,334,0,0,0
428,A_16067,120654,90651,27632,23581,0,3884,7010,21487,0,667,3287,0,922,0,0,0,0,0,0,0,0,0,0,363,0,0,0
429,A_16068,65005,48653,12732,13285,0,1831,4127,12717,0,441,1818,0,440,0,0,0,0,0,0,0,0,0,0,155,0,0,0
430,A_16069,60076,44790,13674,11383,0,1390,3227,11653,0,461,1730,0,270,0,0,0,0,0,0,0,0,0,0,191,0,0,0
431,A_16070,98209,75200,22387,19385,0,3286,5389,18633,0,429,3009,0,723,0,0,0,0,0,0,0,0,0,0,352,0,0,0
432,A_16071,73268,56083,15688,14968,0,2651,4826,13063,0,613,2435,0,584,0,0,0,0,0,0,0,0,0,0,196,0,0,0
433,A_16072,55264,40333,11816,9699,0,1248,2519,11528,0,295,1799,0,292,0,0,0,0,0,0,0,0,0,0,405,0,0,0
434,A_16073,106052,80266,23261,19220,0,3083,6043,21632,0,504,3933,0,806,0,0,0,0,0,0,0,0,0,0,401,0,0,0
435,A_16074,76132,59451,16721,14795,0,2470,4927,15989,0,493,2251,0,568,0,0,0,0,0,0,0,0,0,0,171,0,0,0
436,A_16075,78642,60487,17153,15403,0,2170,4716,16246,0,455,2432,0,518,0,0,0,0,0,0,0,0,0,0,283,0,0,0
437,A_16076,99427,77216,20635,20532,0,3154,7089,19727,0,444,3095,0,774,0,0,0,0,0,0,0,0,0,0,249,0,0,0
438,A_16077,91336,67106,18448,17333,0,2269,5482,17884,0,468,2942,0,695,0,0,0,0,0,0,0,0,0,0,212,0,0,0
