"JKV_TÍPUS","SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","MEGYEKÓD","MEGYE","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_BÉLYEGZÉS_NÉLKÜLI","URNÁBAN_LEBÉLYEGZETT","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA","SZAVAZAT"
,"01002018T",31561,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",59
,"01002018T",31561,,,,,,,,,,,,,"MSZP",50
,"01002018T",31561,,,,,,,,,,,,,"LMP",26
,"01002018T",31561,,,,,,,,,,,,,"JOBBIK",25
,"01002018T",31561,,,,,,,,,,,,,"SMS",2
,"01002018T",31561,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002019F",31379,"01","BUDAPEST","002","Budapest II.ker.",19,879,495,0,495,0,0,495,,
,"01002019T",31379,,,,,,,,,,,,,"FIDESZ-KDNP",223
,"01002019T",31379,,,,,,,,,,,,,"EGYÜTT-PM",101
,"01002019T",31379,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",76
,"01002019T",31379,,,,,,,,,,,,,"LMP",37
,"01002019T",31379,,,,,,,,,,,,,"MSZP",36
,"01002019T",31379,,,,,,,,,,,,,"JOBBIK",21
,"01002019T",31379,,,,,,,,,,,,,"SMS",1
,"01002019T",31379,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002020F",31562,"01","BUDAPEST","002","Budapest II.ker.",20,851,490,0,490,0,0,490,,
,"01002020T",31562,,,,,,,,,,,,,"FIDESZ-KDNP",228
,"01002020T",31562,,,,,,,,,,,,,"EGYÜTT-PM",89
,"01002020T",31562,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",67
,"01002020T",31562,,,,,,,,,,,,,"MSZP",45
,"01002020T",31562,,,,,,,,,,,,,"LMP",43
,"01002020T",31562,,,,,,,,,,,,,"JOBBIK",15
,"01002020T",31562,,,,,,,,,,,,,"SMS",3
,"01002020T",31562,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002021F",31563,"01","BUDAPEST","002","Budapest II.ker.",21,676,328,0,328,0,0,328,,
,"01002021T",31563,,,,,,,,,,,,,"FIDESZ-KDNP",154
,"01002021T",31563,,,,,,,,,,,,,"EGYÜTT-PM",62
,"01002021T",31563,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",41
,"01002021T",31563,,,,,,,,,,,,,"LMP",27
,"01002021T",31563,,,,,,,,,,,,,"MSZP",22
,"01002021T",31563,,,,,,,,,,,,,"JOBBIK",20
,"01002021T",31563,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"01002021T",31563,,,,,,,,,,,,,"SMS",0
"Belföldi","01002022F",31564,"01","BUDAPEST","002","Budapest II.ker.",22,864,501,0,501,0,3,498,,
,"01002022T",31564,,,,,,,,,,,,,"FIDESZ-KDNP",240
,"01002022T",31564,,,,,,,,,,,,,"EGYÜTT-PM",101
,"01002022T",31564,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",51
,"01002022T",31564,,,,,,,,,,,,,"LMP",41
,"01002022T",31564,,,,,,,,,,,,,"JOBBIK",36
,"01002022T",31564,,,,,,,,,,,,,"MSZP",27
,"01002022T",31564,,,,,,,,,,,,,"SMS",1
,"01002022T",31564,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002023F",31320,"01","BUDAPEST","002","Budapest II.ker.",23,933,517,0,517,0,0,517,,
,"01002023T",31320,,,,,,,,,,,,,"FIDESZ-KDNP",200
,"01002023T",31320,,,,,,,,,,,,,"EGYÜTT-PM",126
,"01002023T",31320,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",64
,"01002023T",31320,,,,,,,,,,,,,"MSZP",60
,"01002023T",31320,,,,,,,,,,,,,"LMP",48
,"01002023T",31320,,,,,,,,,,,,,"JOBBIK",18
,"01002023T",31320,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"01002023T",31320,,,,,,,,,,,,,"SMS",0
"Belföldi","01002024F",31321,"01","BUDAPEST","002","Budapest II.ker.",24,1021,545,0,545,0,3,542,,
,"01002024T",31321,,,,,,,,,,,,,"FIDESZ-KDNP",238
,"01002024T",31321,,,,,,,,,,,,,"EGYÜTT-PM",100
,"01002024T",31321,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",62
,"01002024T",31321,,,,,,,,,,,,,"MSZP",54
,"01002024T",31321,,,,,,,,,,,,,"LMP",43
,"01002024T",31321,,,,,,,,,,,,,"JOBBIK",42
,"01002024T",31321,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"01002024T",31321,,,,,,,,,,,,,"SMS",0
"Belföldi","01002025F",31322,"01","BUDAPEST","002","Budapest II.ker.",25,876,453,0,450,-3,0,450,,
,"01002025T",31322,,,,,,,,,,,,,"FIDESZ-KDNP",251
,"01002025T",31322,,,,,,,,,,,,,"EGYÜTT-PM",61
,"01002025T",31322,,,,,,,,,,,,,"LMP",41
,"01002025T",31322,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",40
,"01002025T",31322,,,,,,,,,,,,,"JOBBIK",30
,"01002025T",31322,,,,,,,,,,,,,"MSZP",26
,"01002025T",31322,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"01002025T",31322,,,,,,,,,,,,,"SMS",0
"Belföldi","01002026F",31323,"01","BUDAPEST","002","Budapest II.ker.",26,887,523,0,519,-4,1,518,,
,"01002026T",31323,,,,,,,,,,,,,"FIDESZ-KDNP",257
,"01002026T",31323,,,,,,,,,,,,,"EGYÜTT-PM",100
,"01002026T",31323,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",57
,"01002026T",31323,,,,,,,,,,,,,"LMP",44
,"01002026T",31323,,,,,,,,,,,,,"MSZP",40
,"01002026T",31323,,,,,,,,,,,,,"JOBBIK",17
,"01002026T",31323,,,,,,,,,,,,,"SMS",3
,"01002026T",31323,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002027F",31324,"01","BUDAPEST","002","Budapest II.ker.",27,785,412,0,411,-1,2,409,,
,"01002027T",31324,,,,,,,,,,,,,"FIDESZ-KDNP",213
,"01002027T",31324,,,,,,,,,,,,,"EGYÜTT-PM",73
,"01002027T",31324,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",43
,"01002027T",31324,,,,,,,,,,,,,"MSZP",34
,"01002027T",31324,,,,,,,,,,,,,"LMP",31
,"01002027T",31324,,,,,,,,,,,,,"JOBBIK",14
,"01002027T",31324,,,,,,,,,,,,,"SMS",1
,"01002027T",31324,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002028F",31325,"01","BUDAPEST","002","Budapest II.ker.",28,785,408,0,408,0,0,408,,
,"01002028T",31325,,,,,,,,,,,,,"FIDESZ-KDNP",212
,"01002028T",31325,,,,,,,,,,,,,"EGYÜTT-PM",60
,"01002028T",31325,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",38
,"01002028T",31325,,,,,,,,,,,,,"JOBBIK",32
,"01002028T",31325,,,,,,,,,,,,,"MSZP",31
,"01002028T",31325,,,,,,,,,,,,,"LMP",29
,"01002028T",31325,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"01002028T",31325,,,,,,,,,,,,,"SMS",2
"Belföldi","01002029F",31380,"01","BUDAPEST","002","Budapest II.ker.",29,752,370,0,370,0,2,368,,
,"01002029T",31380,,,,,,,,,,,,,"FIDESZ-KDNP",188
,"01002029T",31380,,,,,,,,,,,,,"EGYÜTT-PM",73
,"01002029T",31380,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",47
,"01002029T",31380,,,,,,,,,,,,,"LMP",23
,"01002029T",31380,,,,,,,,,,,,,"MSZP",19
,"01002029T",31380,,,,,,,,,,,,,"JOBBIK",13
,"01002029T",31380,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"01002029T",31380,,,,,,,,,,,,,"SMS",2
"Belföldi","01002030F",31326,"01","BUDAPEST","002","Budapest II.ker.",30,628,309,0,309,0,1,308,,
,"01002030T",31326,,,,,,,,,,,,,"FIDESZ-KDNP",123
,"01002030T",31326,,,,,,,,,,,,,"EGYÜTT-PM",76
,"01002030T",31326,,,,,,,,,,,,,"MSZP",38
,"01002030T",31326,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",37
,"01002030T",31326,,,,,,,,,,,,,"LMP",24
,"01002030T",31326,,,,,,,,,,,,,"JOBBIK",10
,"01002030T",31326,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"01002030T",31326,,,,,,,,,,,,,"SMS",0
"Belföldi","01002031F",31327,"01","BUDAPEST","002","Budapest II.ker.",31,1265,663,0,662,-1,0,662,,
,"01002031T",31327,,,,,,,,,,,,,"FIDESZ-KDNP",321
,"01002031T",31327,,,,,,,,,,,,,"EGYÜTT-PM",129
,"01002031T",31327,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",69
,"01002031T",31327,,,,,,,,,,,,,"MSZP",60
,"01002031T",31327,,,,,,,,,,,,,"LMP",46
,"01002031T",31327,,,,,,,,,,,,,"JOBBIK",36
,"01002031T",31327,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"01002031T",31327,,,,,,,,,,,,,"SMS",0
"Belföldi","01002032F",31328,"01","BUDAPEST","002","Budapest II.ker.",32,999,581,0,581,0,1,580,,
,"01002032T",31328,,,,,,,,,,,,,"FIDESZ-KDNP",285
,"01002032T",31328,,,,,,,,,,,,,"EGYÜTT-PM",111
,"01002032T",31328,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",73
,"01002032T",31328,,,,,,,,,,,,,"LMP",51
,"01002032T",31328,,,,,,,,,,,,,"JOBBIK",31
,"01002032T",31328,,,,,,,,,,,,,"MSZP",26
,"01002032T",31328,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"01002032T",31328,,,,,,,,,,,,,"SMS",0
"Belföldi","01002033F",31329,"01","BUDAPEST","002","Budapest II.ker.",33,891,498,0,498,0,0,498,,
,"01002033T",31329,,,,,,,,,,,,,"FIDESZ-KDNP",238
,"01002033T",31329,,,,,,,,,,,,,"EGYÜTT-PM",88
,"01002033T",31329,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",72
,"01002033T",31329,,,,,,,,,,,,,"LMP",45
,"01002033T",31329,,,,,,,,,,,,,"MSZP",31
,"01002033T",31329,,,,,,,,,,,,,"JOBBIK",22
,"01002033T",31329,,,,,,,,,,,,,"SMS",1
,"01002033T",31329,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002034F",31330,"01","BUDAPEST","002","Budapest II.ker.",34,787,387,0,387,0,1,386,,
,"01002034T",31330,,,,,,,,,,,,,"FIDESZ-KDNP",198
,"01002034T",31330,,,,,,,,,,,,,"EGYÜTT-PM",73
,"01002034T",31330,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",41
,"01002034T",31330,,,,,,,,,,,,,"LMP",35
,"01002034T",31330,,,,,,,,,,,,,"MSZP",21
,"01002034T",31330,,,,,,,,,,,,,"JOBBIK",16
,"01002034T",31330,,,,,,,,,,,,,"SMS",2
,"01002034T",31330,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002035F",31331,"01","BUDAPEST","002","Budapest II.ker.",35,941,503,0,503,0,1,502,,
,"01002035T",31331,,,,,,,,,,,,,"FIDESZ-KDNP",272
,"01002035T",31331,,,,,,,,,,,,,"EGYÜTT-PM",65
,"01002035T",31331,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",51
,"01002035T",31331,,,,,,,,,,,,,"LMP",45
,"01002035T",31331,,,,,,,,,,,,,"JOBBIK",39
,"01002035T",31331,,,,,,,,,,,,,"MSZP",27
,"01002035T",31331,,,,,,,,,,,,,"SMS",2
,"01002035T",31331,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002036F",31332,"01","BUDAPEST","002","Budapest II.ker.",36,917,468,0,468,0,2,466,,
,"01002036T",31332,,,,,,,,,,,,,"FIDESZ-KDNP",233
,"01002036T",31332,,,,,,,,,,,,,"EGYÜTT-PM",84
,"01002036T",31332,,,,,,,,,,,,,"LMP",51
,"01002036T",31332,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",42
,"01002036T",31332,,,,,,,,,,,,,"MSZP",41
,"01002036T",31332,,,,,,,,,,,,,"JOBBIK",12
,"01002036T",31332,,,,,,,,,,,,,"SMS",2
,"01002036T",31332,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002037F",31333,"01","BUDAPEST","002","Budapest II.ker.",37,930,479,0,479,0,2,477,,
,"01002037T",31333,,,,,,,,,,,,,"FIDESZ-KDNP",239
,"01002037T",31333,,,,,,,,,,,,,"EGYÜTT-PM",72
,"01002037T",31333,,,,,,,,,,,,,"LMP",67
,"01002037T",31333,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",47
,"01002037T",31333,,,,,,,,,,,,,"JOBBIK",25
,"01002037T",31333,,,,,,,,,,,,,"MSZP",22
,"01002037T",31333,,,,,,,,,,,,,"SMS",3
,"01002037T",31333,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
"Belföldi","01002038F",31334,"01","BUDAPEST","002","Budapest II.ker.",38,1013,535,0,535,0,2,533,,
,"01002038T",31334,,,,,,,,,,,,,"FIDESZ-KDNP",269
,"01002038T",31334,,,,,,,,,,,,,"EGYÜTT-PM",75
,"01002038T",31334,,,,,,,,,,,,,"LMP",58
,"01002038T",31334,,,,,,,,,,,,,"JOBBIK",54
,"01002038T",31334,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",40
,"01002038T",31334,,,,,,,,,,,,,"MSZP",35
,"01002038T",31334,,,,,,,,,,,,,"SMS",1
,"01002038T",31334,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002039F",31335,"01","BUDAPEST","002","Budapest II.ker.",39,872,423,0,423,0,1,422,,
,"01002039T",31335,,,,,,,,,,,,,"FIDESZ-KDNP",219
,"01002039T",31335,,,,,,,,,,,,,"EGYÜTT-PM",68
,"01002039T",31335,,,,,,,,,,,,,"LMP",34
,"01002039T",31335,,,,,,,,,,,,,"JOBBIK",33
,"01002039T",31335,,,,,,,,,,,,,"MSZP",33
,"01002039T",31335,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",32
,"01002039T",31335,,,,,,,,,,,,,"SMS",2
,"01002039T",31335,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002040F",31336,"01","BUDAPEST","002","Budapest II.ker.",40,810,405,0,405,0,0,405,,
,"01002040T",31336,,,,,,,,,,,,,"FIDESZ-KDNP",224
,"01002040T",31336,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",42
,"01002040T",31336,,,,,,,,,,,,,"MSZP",37
,"01002040T",31336,,,,,,,,,,,,,"LMP",35
,"01002040T",31336,,,,,,,,,,,,,"JOBBIK",34
,"01002040T",31336,,,,,,,,,,,,,"EGYÜTT-PM",29
,"01002040T",31336,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"01002040T",31336,,,,,,,,,,,,,"SMS",0
"Belföldi","01002041F",31337,"01","BUDAPEST","002","Budapest II.ker.",41,821,364,0,364,0,0,364,,
,"01002041T",31337,,,,,,,,,,,,,"FIDESZ-KDNP",197
,"01002041T",31337,,,,,,,,,,,,,"EGYÜTT-PM",38
,"01002041T",31337,,,,,,,,,,,,,"LMP",37
,"01002041T",31337,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",32
,"01002041T",31337,,,,,,,,,,,,,"MSZP",31
,"01002041T",31337,,,,,,,,,,,,,"JOBBIK",29
,"01002041T",31337,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"01002041T",31337,,,,,,,,,,,,,"SMS",0
"Belföldi","01002042F",31338,"01","BUDAPEST","002","Budapest II.ker.",42,853,403,1,402,-1,0,402,,
,"01002042T",31338,,,,,,,,,,,,,"FIDESZ-KDNP",183
,"01002042T",31338,,,,,,,,,,,,,"EGYÜTT-PM",59
,"01002042T",31338,,,,,,,,,,,,,"LMP",44
,"01002042T",31338,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",43
,"01002042T",31338,,,,,,,,,,,,,"JOBBIK",40
,"01002042T",31338,,,,,,,,,,,,,"MSZP",32
,"01002042T",31338,,,,,,,,,,,,,"SMS",1
,"01002042T",31338,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002043F",31339,"01","BUDAPEST","002","Budapest II.ker.",43,850,424,0,424,0,1,423,,
,"01002043T",31339,,,,,,,,,,,,,"FIDESZ-KDNP",219
,"01002043T",31339,,,,,,,,,,,,,"EGYÜTT-PM",70
,"01002043T",31339,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",41
,"01002043T",31339,,,,,,,,,,,,,"LMP",40
,"01002043T",31339,,,,,,,,,,,,,"JOBBIK",28
,"01002043T",31339,,,,,,,,,,,,,"MSZP",23
,"01002043T",31339,,,,,,,,,,,,,"SMS",2
,"01002043T",31339,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002044F",31340,"01","BUDAPEST","002","Budapest II.ker.",44,957,490,0,490,0,0,490,,
,"01002044T",31340,,,,,,,,,,,,,"FIDESZ-KDNP",238
,"01002044T",31340,,,,,,,,,,,,,"EGYÜTT-PM",65
,"01002044T",31340,,,,,,,,,,,,,"LMP",60
,"01002044T",31340,,,,,,,,,,,,,"JOBBIK",48
,"01002044T",31340,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",40
,"01002044T",31340,,,,,,,,,,,,,"MSZP",36
,"01002044T",31340,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"01002044T",31340,,,,,,,,,,,,,"SMS",0
"Belföldi","01002045F",31341,"01","BUDAPEST","002","Budapest II.ker.",45,884,470,0,470,0,1,469,,
,"01002045T",31341,,,,,,,,,,,,,"FIDESZ-KDNP",271
,"01002045T",31341,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",53
,"01002045T",31341,,,,,,,,,,,,,"EGYÜTT-PM",50
,"01002045T",31341,,,,,,,,,,,,,"LMP",37
,"01002045T",31341,,,,,,,,,,,,,"JOBBIK",30
,"01002045T",31341,,,,,,,,,,,,,"MSZP",27
,"01002045T",31341,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"01002045T",31341,,,,,,,,,,,,,"SMS",0
"Belföldi","01002046F",31342,"01","BUDAPEST","002","Budapest II.ker.",46,943,472,0,472,0,2,470,,
,"01002046T",31342,,,,,,,,,,,,,"FIDESZ-KDNP",238
,"01002046T",31342,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",68
,"01002046T",31342,,,,,,,,,,,,,"EGYÜTT-PM",60
,"01002046T",31342,,,,,,,,,,,,,"JOBBIK",36
,"01002046T",31342,,,,,,,,,,,,,"LMP",33
,"01002046T",31342,,,,,,,,,,,,,"MSZP",32
,"01002046T",31342,,,,,,,,,,,,,"SMS",2
,"01002046T",31342,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002047F",31343,"01","BUDAPEST","002","Budapest II.ker.",47,903,487,0,487,0,0,487,,
,"01002047T",31343,,,,,,,,,,,,,"FIDESZ-KDNP",270
,"01002047T",31343,,,,,,,,,,,,,"EGYÜTT-PM",73
,"01002047T",31343,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",52
,"01002047T",31343,,,,,,,,,,,,,"JOBBIK",31
,"01002047T",31343,,,,,,,,,,,,,"MSZP",31
,"01002047T",31343,,,,,,,,,,,,,"LMP",26
,"01002047T",31343,,,,,,,,,,,,,"SMS",4
,"01002047T",31343,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002048F",31344,"01","BUDAPEST","002","Budapest II.ker.",48,914,504,0,504,0,0,504,,
,"01002048T",31344,,,,,,,,,,,,,"FIDESZ-KDNP",284
,"01002048T",31344,,,,,,,,,,,,,"EGYÜTT-PM",81
,"01002048T",31344,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",42
,"01002048T",31344,,,,,,,,,,,,,"JOBBIK",35
,"01002048T",31344,,,,,,,,,,,,,"LMP",34
,"01002048T",31344,,,,,,,,,,,,,"MSZP",25
,"01002048T",31344,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"01002048T",31344,,,,,,,,,,,,,"SMS",0
"Belföldi","01002049F",31345,"01","BUDAPEST","002","Budapest II.ker.",49,910,458,0,457,-1,0,457,,
,"01002049T",31345,,,,,,,,,,,,,"FIDESZ-KDNP",224
,"01002049T",31345,,,,,,,,,,,,,"EGYÜTT-PM",88
,"01002049T",31345,,,,,,,,,,,,,"LMP",48
,"01002049T",31345,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",33
,"01002049T",31345,,,,,,,,,,,,,"JOBBIK",32
,"01002049T",31345,,,,,,,,,,,,,"MSZP",28
,"01002049T",31345,,,,,,,,,,,,,"A HAZA NEM ELADÓ",4
,"01002049T",31345,,,,,,,,,,,,,"SMS",0
"Belföldi","01002050F",31219,"01","BUDAPEST","002","Budapest II.ker.",50,1442,675,0,675,0,1,674,,
,"01002050T",31219,,,,,,,,,,,,,"FIDESZ-KDNP",325
,"01002050T",31219,,,,,,,,,,,,,"EGYÜTT-PM",135
,"01002050T",31219,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",71
,"01002050T",31219,,,,,,,,,,,,,"LMP",65
,"01002050T",31219,,,,,,,,,,,,,"MSZP",43
,"01002050T",31219,,,,,,,,,,,,,"JOBBIK",33
,"01002050T",31219,,,,,,,,,,,,,"SMS",2
,"01002050T",31219,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002051F",31220,"01","BUDAPEST","002","Budapest II.ker.",51,828,502,0,502,0,2,500,,
,"01002051T",31220,,,,,,,,,,,,,"FIDESZ-KDNP",308
,"01002051T",31220,,,,,,,,,,,,,"EGYÜTT-PM",60
,"01002051T",31220,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",36
,"01002051T",31220,,,,,,,,,,,,,"MSZP",35
,"01002051T",31220,,,,,,,,,,,,,"LMP",33
,"01002051T",31220,,,,,,,,,,,,,"JOBBIK",25
,"01002051T",31220,,,,,,,,,,,,,"SMS",3
,"01002051T",31220,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002052F",31221,"01","BUDAPEST","002","Budapest II.ker.",52,734,421,0,421,0,0,421,,
,"01002052T",31221,,,,,,,,,,,,,"FIDESZ-KDNP",217
,"01002052T",31221,,,,,,,,,,,,,"EGYÜTT-PM",55
,"01002052T",31221,,,,,,,,,,,,,"LMP",44
,"01002052T",31221,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",43
,"01002052T",31221,,,,,,,,,,,,,"MSZP",34
,"01002052T",31221,,,,,,,,,,,,,"JOBBIK",25
,"01002052T",31221,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"01002052T",31221,,,,,,,,,,,,,"SMS",0
"Belföldi","01002053F",31222,"01","BUDAPEST","002","Budapest II.ker.",53,765,456,0,456,0,1,455,,
,"01002053T",31222,,,,,,,,,,,,,"FIDESZ-KDNP",257
,"01002053T",31222,,,,,,,,,,,,,"EGYÜTT-PM",71
,"01002053T",31222,,,,,,,,,,,,,"LMP",41
,"01002053T",31222,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",38
,"01002053T",31222,,,,,,,,,,,,,"MSZP",28
,"01002053T",31222,,,,,,,,,,,,,"JOBBIK",19
,"01002053T",31222,,,,,,,,,,,,,"SMS",1
,"01002053T",31222,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002054F",31223,"01","BUDAPEST","002","Budapest II.ker.",54,1299,632,0,632,0,1,631,,
,"01002054T",31223,,,,,,,,,,,,,"FIDESZ-KDNP",339
,"01002054T",31223,,,,,,,,,,,,,"EGYÜTT-PM",90
,"01002054T",31223,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",64
,"01002054T",31223,,,,,,,,,,,,,"LMP",51
,"01002054T",31223,,,,,,,,,,,,,"MSZP",49
,"01002054T",31223,,,,,,,,,,,,,"JOBBIK",31
,"01002054T",31223,,,,,,,,,,,,,"SMS",4
,"01002054T",31223,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
"Belföldi","01002055F",31224,"01","BUDAPEST","002","Budapest II.ker.",55,942,485,0,485,0,0,485,,
,"01002055T",31224,,,,,,,,,,,,,"FIDESZ-KDNP",247
,"01002055T",31224,,,,,,,,,,,,,"EGYÜTT-PM",105
,"01002055T",31224,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",48
,"01002055T",31224,,,,,,,,,,,,,"LMP",38
,"01002055T",31224,,,,,,,,,,,,,"MSZP",24
,"01002055T",31224,,,,,,,,,,,,,"JOBBIK",22
,"01002055T",31224,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"01002055T",31224,,,,,,,,,,,,,"SMS",0
"Belföldi","01002056F",31225,"01","BUDAPEST","002","Budapest II.ker.",56,845,428,0,428,0,2,426,,
,"01002056T",31225,,,,,,,,,,,,,"FIDESZ-KDNP",222
,"01002056T",31225,,,,,,,,,,,,,"EGYÜTT-PM",64
,"01002056T",31225,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",45
,"01002056T",31225,,,,,,,,,,,,,"MSZP",38
,"01002056T",31225,,,,,,,,,,,,,"LMP",28
,"01002056T",31225,,,,,,,,,,,,,"JOBBIK",24
,"01002056T",31225,,,,,,,,,,,,,"SMS",4
,"01002056T",31225,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","01002057F",31545,"01","BUDAPEST","002","Budapest II.ker.",57,807,409,0,409,0,0,409,,
,"01002057T",31545,,,,,,,,,,,,,"FIDESZ-KDNP",178
,"01002057T",31545,,,,,,,,,,,,,"EGYÜTT-PM",86
,"01002057T",31545,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",51
,"01002057T",31545,,,,,,,,,,,,,"LMP",43
,"01002057T",31545,,,,,,,,,,,,,"MSZP",30
,"01002057T",31545,,,,,,,,,,,,,"JOBBIK",21
,"01002057T",31545,,,,,,,,,,,,,"SMS",0
,"01002057T",31545,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","01002058F",31444,"01","BUDAPEST","002","Budapest II.ker.",58,1006,449,0,449,0,2,447,,
,"01002058T",31444,,,,,,,,,,,,,"FIDESZ-KDNP",207
,"01002058T",31444,,,,,,,,,,,,,"EGYÜTT-PM",83
,"01002058T",31444,,,,,,,,,,,,,"LMP",55
,"01002058T",31444,,,,,,,,,,,,,"MSZP",40
,"01002058T",31444,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",37
,"01002058T",31444,,,,,,,,,,,,,"JOBBIK",22
,"01002058T",31444,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"01002058T",31444,,,,,,,,,,,,,"SMS",1
"Belföldi","01002059F",31445,"01","BUDAPEST","002","Budapest II.ker.",59,779,364,0,365,1,8,357,,
,"01002059T",31445,,,,,,,,,,,,,"FIDESZ-KDNP",145
