"SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","'LISTÁS'","MEGYEKÓD","MEGYE","OEVK","SZÉKHELY","SZH_KER","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_LEVŐ","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA_TÍPUS","LISTA","SZAVAZAT","NEMZ_VÁLASZTÓPOLGÁR","NEMZ_MEGJELENTEK","NEMZ_URNÁBAN_LÉVŐ","NEMZ_ELTÉRÉS","NEMZ_ÉRVÉNYTELEN"
"20013001T",247323,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",18,,,,,
"20013001T",247323,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20013001T",247323,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20013001T",247323,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20014001F",247325,"Listás","20","ZALA","01","Zalaegerszeg",,"014","Barlahida","001",94,76,76,0,2,74,,,,,,,,
"20014001T",247325,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",41,,,,,
"20014001T",247325,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",26,,,,,
"20014001T",247325,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",5,,,,,
"20014001T",247325,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",1,,,,,
"20014001T",247325,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20014001T",247325,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20015001F",247327,"Listás","20","ZALA","02","Keszthely",,"015","Batyk","001",301,184,184,0,2,182,,,,,,,,
"20015001T",247327,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",123,,,,,
"20015001T",247327,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",43,,,,,
"20015001T",247327,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",14,,,,,
"20015001T",247327,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",2,,,,,
"20015001T",247327,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20015001T",247327,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20016001F",247329,"Listás","20","ZALA","03","Nagykanizsa",,"016","Bánokszentgyörgy","001",479,303,303,0,1,302,,,,,,,,
"20016001T",247329,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",205,,,,,
"20016001T",247329,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",67,,,,,
"20016001T",247329,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",23,,,,,
"20016001T",247329,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"20016001T",247329,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",2,,,,,
"20016001T",247329,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20017001F",247331,"Listás","20","ZALA","03","Nagykanizsa",,"017","Bázakerettye","001",444,317,317,0,4,313,,,,,,,,
"20017001T",247331,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",160,,,,,
"20017001T",247331,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",104,,,,,
"20017001T",247331,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",35,,,,,
"20017001T",247331,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",11,,,,,
"20017001T",247331,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20017001T",247331,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"20017002F",247333,"Listás","20","ZALA","03","Nagykanizsa",,"017","Bázakerettye","002",109,82,82,0,1,81,,,,,,,,
"20017002T",247333,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",40,,,,,
"20017002T",247333,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",25,,,,,
"20017002T",247333,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",10,,,,,
"20017002T",247333,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"20017002T",247333,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20017002T",247333,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20018001F",247335,"Listás","20","ZALA","03","Nagykanizsa",,"018","Becsehely","001",608,390,389,0,3,386,,,,,,,,
"20018001T",247335,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",227,,,,,
"20018001T",247335,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",103,,,,,
"20018001T",247335,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",39,,,,,
"20018001T",247335,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"20018001T",247335,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"20018001T",247335,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"20018002F",247337,"Listás","20","ZALA","03","Nagykanizsa",,"018","Becsehely","002",554,413,413,0,4,409,,,,,,,,
"20018002T",247337,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",225,,,,,
"20018002T",247337,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",138,,,,,
"20018002T",247337,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",28,,,,,
"20018002T",247337,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",10,,,,,
"20018002T",247337,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"20018002T",247337,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20018002T",247337,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS HORVÁT ÖNKORMÁNYZAT",3,3,3,3,0,0
"20018003F",247339,"Listás","20","ZALA","03","Nagykanizsa",,"018","Becsehely","003",459,294,294,0,1,293,,,,,,,,
"20018003T",247339,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",155,,,,,
"20018003T",247339,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",99,,,,,
"20018003T",247339,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",26,,,,,
"20018003T",247339,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",8,,,,,
"20018003T",247339,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20018003T",247339,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"20018003T",247339,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS HORVÁT ÖNKORMÁNYZAT",2,2,2,2,0,0
"20019001F",247341,"Listás","20","ZALA","01","Zalaegerszeg",,"019","Becsvölgye","001",625,426,426,0,7,419,,,,,,,,
"20019001T",247341,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",262,,,,,
"20019001T",247341,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",111,,,,,
"20019001T",247341,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",28,,,,,
"20019001T",247341,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",9,,,,,
"20019001T",247341,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"20019001T",247341,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"20019001T",247341,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",0,1,0,0,0,0
"20020001F",247343,"Listás","20","ZALA","03","Nagykanizsa",,"020","Belezna","001",572,357,357,0,5,352,,,,,,,,
"20020001T",247343,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",221,,,,,
"20020001T",247343,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",96,,,,,
"20020001T",247343,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",26,,,,,
"20020001T",247343,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20020001T",247343,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20020001T",247343,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20021001F",247345,"Listás","20","ZALA","01","Zalaegerszeg",,"021","Belsősárd","001",82,62,62,0,1,61,,,,,,,,
"20021001T",247345,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",43,,,,,
"20021001T",247345,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",12,,,,,
"20021001T",247345,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",4,,,,,
"20021001T",247345,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"20021001T",247345,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20021001T",247345,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20022001F",247347,"Listás","20","ZALA","02","Keszthely",,"022","Bezeréd","001",109,88,88,0,1,87,,,,,,,,
"20022001T",247347,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",57,,,,,
"20022001T",247347,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",16,,,,,
"20022001T",247347,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",7,,,,,
"20022001T",247347,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20022001T",247347,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20022001T",247347,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20023001F",247349,"Listás","20","ZALA","01","Zalaegerszeg",,"023","Bocfölde","001",919,684,684,0,10,674,,,,,,,,
"20023001T",247349,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",414,,,,,
"20023001T",247349,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",159,,,,,
"20023001T",247349,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",47,,,,,
"20023001T",247349,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",26,,,,,
"20023001T",247349,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",21,,,,,
"20023001T",247349,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",7,,,,,
"20024001F",247351,"Listás","20","ZALA","03","Nagykanizsa",,"024","Bocska","001",234,144,144,0,1,143,,,,,,,,
"20024001T",247351,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",97,,,,,
"20024001T",247351,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",29,,,,,
"20024001T",247351,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",11,,,,,
"20024001T",247351,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20024001T",247351,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20024001T",247351,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20025001F",247353,"Listás","20","ZALA","01","Zalaegerszeg",,"025","Boncodfölde","001",275,221,221,0,2,219,,,,,,,,
"20025001T",247353,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",128,,,,,
"20025001T",247353,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",65,,,,,
"20025001T",247353,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"20025001T",247353,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"20025001T",247353,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",2,,,,,
"20025001T",247353,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20026001F",247355,"Listás","20","ZALA","03","Nagykanizsa",,"026","Borsfa","001",553,350,350,0,6,344,,,,,,,,
"20026001T",247355,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",227,,,,,
"20026001T",247355,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",86,,,,,
"20026001T",247355,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",27,,,,,
"20026001T",247355,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20026001T",247355,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20026001T",247355,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20027001F",247357,"Listás","20","ZALA","02","Keszthely",,"027","Bókaháza","001",211,158,157,0,5,152,,,,,,,,
"20027001T",247357,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",115,,,,,
"20027001T",247357,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",22,,,,,
"20027001T",247357,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",8,,,,,
"20027001T",247357,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"20027001T",247357,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",2,,,,,
"20027001T",247357,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20028001F",247359,"Listás","20","ZALA","01","Zalaegerszeg",,"028","Böde","001",217,158,158,0,0,158,,,,,,,,
"20028001T",247359,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",109,,,,,
"20028001T",247359,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",21,,,,,
"20028001T",247359,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",18,,,,,
"20028001T",247359,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20028001T",247359,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20028001T",247359,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20029001F",247361,"Listás","20","ZALA","01","Zalaegerszeg",,"029","Bödeháza","001",34,32,32,0,0,32,,,,,,,,
"20029001T",247361,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",26,,,,,
"20029001T",247361,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",6,,,,,
"20029001T",247361,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",0,,,,,
"20029001T",247361,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20029001T",247361,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20029001T",247361,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20030001F",247363,"Listás","20","ZALA","03","Nagykanizsa",,"030","Börzönce","001",43,30,30,0,0,30,,,,,,,,
"20030001T",247363,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",17,,,,,
"20030001T",247363,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",9,,,,,
"20030001T",247363,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",2,,,,,
"20030001T",247363,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20030001T",247363,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20030001T",247363,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20031001F",247365,"Listás","20","ZALA","02","Keszthely",,"031","Búcsúszentlászló","001",560,443,442,0,0,442,,,,,,,,
"20031001T",247365,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",272,,,,,
"20031001T",247365,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",110,,,,,
"20031001T",247365,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",44,,,,,
"20031001T",247365,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",10,,,,,
"20031001T",247365,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"20031001T",247365,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20032001F",247367,"Listás","20","ZALA","03","Nagykanizsa",,"032","Bucsuta","001",165,106,106,0,2,104,,,,,,,,
"20032001T",247367,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",77,,,,,
"20032001T",247367,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",15,,,,,
"20032001T",247367,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",7,,,,,
"20032001T",247367,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20032001T",247367,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20032001T",247367,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20033001F",247369,"Listás","20","ZALA","03","Nagykanizsa",,"033","Csapi","001",121,85,85,0,3,82,,,,,,,,
"20033001T",247369,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",56,,,,,
"20033001T",247369,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",16,,,,,
"20033001T",247369,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",6,,,,,
"20033001T",247369,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"20033001T",247369,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20033001T",247369,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20034001F",247371,"Listás","20","ZALA","01","Zalaegerszeg",,"034","Csatár","001",421,324,324,0,5,319,,,,,,,,
"20034001T",247371,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",204,,,,,
"20034001T",247371,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",78,,,,,
"20034001T",247371,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",25,,,,,
"20034001T",247371,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",9,,,,,
"20034001T",247371,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"20034001T",247371,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
